@RELATION Metrics-Roles

@ATTRIBUTE ACAIC REAL
@ATTRIBUTE ACMIC REAL
@ATTRIBUTE CBO REAL
@ATTRIBUTE CLD REAL
@ATTRIBUTE DIT REAL
@ATTRIBUTE connectivity REAL
@ATTRIBUTE DCAEC REAL
@ATTRIBUTE DCMEC REAL
@ATTRIBUTE LCOM5 REAL
@ATTRIBUTE NCM REAL
@ATTRIBUTE NMA REAL
@ATTRIBUTE NMI REAL
@ATTRIBUTE NMO REAL
@ATTRIBUTE NOC REAL
@ATTRIBUTE WMC REAL
@ATTRIBUTE Roles {0, 1}

@DATA
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,1.0,25.0,1.0,0.0,5.0,0
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,1.0,25.0,1.0,0.0,5.0,0
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,1.0,25.0,1.0,0.0,5.0,0
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,1.0,25.0,1.0,0.0,5.0,0
0.0,0.0,14.0,0.0,3.0,2.0,0.0,0.0,1.1666666666666667,17.0,3.0,12.0,2.0,0.0,26.0,0
0.0,0.0,13.0,0.0,2.0,1.1181818181818182,0.0,0.0,0.9818181801926006,22.0,11.0,9.0,2.0,0.0,92.0,0
0.0,0.0,15.0,0.0,1.0,1.2333333333333334,0.0,0.0,0.888888880610466,15.0,8.0,7.0,0.0,0.0,56.0,0
0.0,0.0,5.0,1.0,1.0,1.0984848484848484,0.0,0.0,0.9833333318432173,33.0,33.0,0.0,0.0,3.0,102.0,0
0.0,0.0,9.0,0.0,2.0,0.9453781512605042,0.0,0.0,0.9535714285714286,48.0,16.0,11.0,21.0,0.0,150.0,0
0.0,0.0,10.0,0.0,2.0,0.946218487394958,0.0,0.0,0.9469387718609401,48.0,16.0,11.0,21.0,0.0,151.0,0
0.0,0.0,16.0,0.0,2.0,0.946218487394958,0.0,0.0,0.9469387718609401,48.0,16.0,11.0,21.0,0.0,151.0,0
0.0,0.0,5.0,1.0,1.0,1.0909090909090908,0.0,0.0,0.9666666649281979,33.0,33.0,0.0,0.0,3.0,102.0,0
0.0,0.0,9.0,0.0,2.0,0.9453781512605042,0.0,0.0,0.9535714285714286,48.0,16.0,11.0,21.0,0.0,150.0,0
0.0,0.0,5.0,1.0,1.0,1.0984848484848484,0.0,0.0,0.9833333318432173,33.0,33.0,0.0,0.0,3.0,102.0,0
0.0,0.0,9.0,0.0,2.0,0.9453781512605042,0.0,0.0,0.9535714285714286,48.0,16.0,11.0,21.0,0.0,150.0,0
0.0,1.0,9.0,0.0,2.0,0.9453781512605042,0.0,0.0,0.9535714285714286,48.0,16.0,11.0,21.0,0.0,150.0,0
0.0,4.0,3.0,0.0,1.0,1.02983682983683,0.0,0.0,1.012987012946696,70.0,68.0,2.0,0.0,0.0,137.0,0
0.0,0.0,9.0,0.0,2.0,0.6090196078431372,0.0,0.0,1.00267379628677,55.0,53.0,2.0,0.0,0.0,362.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,11.0,9.0,0.0,2.0,12.0,1
